Document no,Date Ordered,Supplier,Product,UOM,Unit Price,Qty Ordered,Line Amt,Discount,Document Status
800297,2026-01-03 14:10:13,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,3,487.68,0,Completed
800297,2026-01-03 14:10:13,Ideal Qatar,VEGONTABLE PULP OF ROASTED EGGPLANT_25004,Each,24.65,18,443.7,0,Completed
800297,2026-01-03 14:10:13,Ideal Qatar,Coco Mazaya Charcoal 10KG_381,Each,84,2,168,0,Completed
800297,2026-01-03 14:10:13,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,24,313.44,0,Completed
800297,2026-01-03 14:10:13,Ideal Qatar,Aoun Egyptian Rice 5 Kgs_17001,Each,27.9,5,139.5,0,Completed
800298,2026-01-03 14:21:20,International Foodstuff Group,Al Baladi Pomegranate Molasses 500mlx12_25000,Each,144,3,432,0,Completed
800299,2026-01-04 14:29:56,Friendly Food Qatar w.l.l.,MAGGI VEGETABLES STOCK (6X1KG) XA FFQ_17050,Each,222,1,222,0,Completed
800299,2026-01-04 14:29:56,Friendly Food Qatar w.l.l.,MAGGI - CHICKEN BOUILLON POWDER (6X1KG)_17051,Each,186,1,186,0,Completed
800299,2026-01-04 14:29:56,Friendly Food Qatar w.l.l.,MAGGI BEEF BOUILLON 24(24X18G)N1 XA_17052,Each,576,1,576,0,Completed
800300,2026-01-04 15:00:52,Qnited Trading Company,Chicken Breast Aurora 2kgx6_16012,Each,156,4,624,0,Completed
800301,2026-01-07 15:02:30,Fahed Foods w.l.l.,FZ EG Strawberry 1kgx8 Vegie-Tut_18009,Each,60,2,120,0,Completed
800301,2026-01-07 15:02:30,Fahed Foods w.l.l.,FH Parmesan Block 33.16Kg_13020,Each,1758,1,1758,0,Completed
800301,2026-01-07 15:02:30,Fahed Foods w.l.l.,Topside Chilled South Africa_15009,KG,33,40,1320,0,Completed
800301,2026-01-07 15:02:30,Fahed Foods w.l.l.,FZ EG Mango SlicesFahed Food 1Kgx8 / Box_18008,Each,69,2,138,0,Completed
800302,2026-01-07 15:30:12,Qnited Trading Company,Chicken Breast Aurora 2kgx6_16012,Each,156,4,624,0,Completed
800302,2026-01-07 15:30:12,Qnited Trading Company,President Butter Sheets_19100,Each,575,1,575,0,Completed
800303,2026-01-07 15:35:56,Al Majed Marketing & Distribution,Zeeba Rice 3 kgs x12_17000,Each,144,2,288,0,Completed
800303,2026-01-07 15:35:56,Al Majed Marketing & Distribution,Fresh Eggs Grade A -_21010,Each,175,3,525,0,Completed
800304,2026-01-11 16:19:29,Fahed Foods w.l.l.,Whole Peeled Tomatoes 6x2.5KG_21015,Each,80,4,320,0,Completed
800304,2026-01-11 16:19:29,Fahed Foods w.l.l.,Topside Frozen Brazil_15000,Each,28,20,560,0,Completed
800305,2026-01-11 16:38:07,International Foodstuff Group,Al Baladi Dried Moghrabieh 900g_25001,Each,9,24,216,0,Completed
800305,2026-01-11 16:38:07,International Foodstuff Group,Orange Blossom Water 500ml_21086,Each,7.5,12,90,0,Completed
800306,2026-01-13 16:32:11,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,4,180,0,Completed
800306,2026-01-13 16:32:11,Qnited Trading Company,MILK COMPOUND BLOCKS 2.5KG_19014,Each,45,4,180,0,Completed
800306,2026-01-13 16:32:11,Qnited Trading Company,WHITE COMPOUND BLOCKS 2.5KG_19013,Each,45,4,180,0,Completed
800306,2026-01-13 16:32:11,Qnited Trading Company,SUGAR PASTE black 1KG X 12PCS_19006,Each,168,1,168,0,Completed
800307,2026-01-15 10:23:59,BRF,Sadia Whole Chicken 1100 Gms - 10 Pcs/Ctn_16009,Each,96.25,10,962.5,0,Completed
800307,2026-01-15 10:23:59,BRF,Sadia Chicken Shawarma - ctn_16006,Each,105,5,525,0,Completed
800308,2026-01-15 10:44:51,Bluefin,Topside Chilled South Africa_15009,KG,32,40,1280,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,2,180,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,1,140,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,White Chunk Tuna in Sunflower Oil 6x1.8KG_21034,Each,230,1,230,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Mustard Sauce_21026,Each,120,1,120,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Ketchup Sauce Tredos_19055,Each,70,1,70,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Hash Brown Triangular 4x2.5Kgs_18022,Each,90,1,90,0,Completed
800309,2026-01-15 10:52:17,Tredos Trading,Mozarella Sticks 6 KG_19050,Each,175,1,175,0,Completed
800310,2026-01-15 11:54:54,Friendly Food Qatar w.l.l.,GRANORO - LASAGNE ALL' UOVO (12X500G) (120)_18050,Each,116,2,232,0,Completed
800311,2026-01-15 14:05:54,Fahed Foods w.l.l.,FZ EG Strawberry 1kgx8 Vegie-Tut_18009,Each,60,2,120,0,Completed
800311,2026-01-15 14:05:54,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,20,180,0,Completed
800311,2026-01-15 14:05:54,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,20,580,0,Completed
800311,2026-01-15 14:05:54,Fahed Foods w.l.l.,FZ EG Mango SlicesFahed Food 1Kgx8 / Box_18008,Each,69,2,138,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Aoun Corriander Powder 500GR_17013,Each,11.64,2,23.28,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,4,650.24,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,AOUN BROWN BURGHUL FINE 4KG_17026,Each,20,4,80,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Happy Gardens Foul Medamas 400gr 1x24_21024,Each,2,36,72,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,"AOUN WHITE BURGHUL FINE 	4kg_17027",Each,23,4,92,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,AOUN BLACK PEPPER POWDER 500GR_17019,Each,27.5,5,137.5,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Aoun Egyptian Rice 5 Kgs_17001,Each,27.9,4,111.6,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Happy Gardens Chickpeas 9mm-20 kg_21025,Each,180.5,1,180.5,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Aoun 7 Spices 500 GR_17023,Each,27.08,4,108.32,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,Aoun All Spices Powder 500GR_17025,Each,35.63,4,142.52,0,Completed
800312,2026-01-15 14:10:10,Ideal Qatar,VEGONTABLE PULP OF ROASTED EGGPLANT_25004,Each,24.65,3,73.95,0,Completed
800313,2026-01-15 14:28:05,International Foodstuff Group,White Kidney Beans 900g_300000,Each,10,12,120,0,Completed
800314,2026-01-19 11:36:26,Ideal Qatar,VEGONTABLE PULP OF ROASTED EGGPLANT_25004,Each,24.65,12,295.8,0,Completed
800314,2026-01-19 11:36:26,Ideal Qatar,Happy Gardens Foul Medamas 400gr 1x24_3010,Each,2,48,96,0,Completed
800315,2026-01-19 11:39:48,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,2,280,0,Completed
800315,2026-01-19 11:39:48,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,2,180,0,Completed
800315,2026-01-19 11:39:48,Tredos Trading,Mozarella Sticks 6 KG_19050,Each,175,1,175,0,Completed
800315,2026-01-19 11:39:48,Tredos Trading,Hash Brown Triangular 4x2.5Kgs_18022,Each,90,1,90,0,Completed
800316,2026-01-21 05:08:18,Qnited Trading Company,Campina Butter Sheet 2x5_19051,Each,500,1,500,0,Completed
800316,2026-01-21 05:08:18,Qnited Trading Company,Vizyon White Sugar Paste 1kgx12Pcs_19017,Each,180,2,360,0,Completed
800316,2026-01-21 05:08:18,Qnited Trading Company,Spiral Whipping Cream 1 Ltrx12pcs_19021,Each,140,2,280,0,Completed
800316,2026-01-21 05:08:18,Qnited Trading Company,Qnited Cocoa Powder 10Kg Reference 900_19039,Each,300,1,300,0,Completed
800317,2026-01-21 05:32:38,Green Oasis Establishment,Chicken Breast Aurora 2kgx6_16012,Each,156,5,780,0,Completed
800318,2026-01-21 16:53:27,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,3,420,0,Completed
800318,2026-01-21 16:53:27,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,3,270,0,Completed
800319,2026-01-24 11:12:23,Tredos Trading,Tomex coated & salted crunchy fries 6x6mm Offer_401,Each,80,5,400,0,Completed
800320,2026-01-25 15:24:08,Ideal Qatar,BM CUCUMBER PICKLES BARREL_21032,Each,83.3,2,166.6,0,Completed
800320,2026-01-25 15:24:08,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,48,626.88,0,Completed
800320,2026-01-25 15:24:08,Ideal Qatar,Aoun Lime_17020,Each,10.2,6,61.2,0,Completed
800320,2026-01-25 15:24:08,Ideal Qatar,Aoun All Spices Powder 500GR_17025,Each,35.63,4,142.52,0,Completed
800320,2026-01-25 15:24:08,Ideal Qatar,Aoun Cinnamon Powder 500GR_17012,Each,14.5,4,58,0,Completed
800320,2026-01-25 15:24:08,Ideal Qatar,Tomato Paste 800gms x 12_21020,Each,102,4,408,0,Completed
800321,2026-01-25 16:01:19,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,2,180,0,Completed
800321,2026-01-25 16:01:19,Tredos Trading,Hash Brown Triangular 4x2.5Kgs_18022,Each,90,2,180,0,Completed
800321,2026-01-25 16:01:19,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,2,280,0,Completed
800321,2026-01-25 16:01:19,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800322,2026-01-25 16:10:18,Green Oasis Establishment,Chicken Breast Aurora 2kgx6_16012,Each,156,4,624,0,Completed
800323,2026-01-25 16:12:35,Bluefin,Topside Chilled South Africa_15009,KG,32,40,1280,0,Completed
800324,2026-01-29 17:04:22,Qnited Trading Company,MILK COMPOUND BLOCKS 2.5KG_19014,Each,45,2,90,0,Completed
800324,2026-01-29 17:04:22,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,2,90,0,Completed
800324,2026-01-29 17:04:22,Qnited Trading Company,Backaldrin Dry Yeast 20Pc x 500g_19032,Each,125,1,125,0,Completed
800324,2026-01-29 17:04:22,Qnited Trading Company,President Butter Sheets_19100,Each,575,1,575,0,Completed
800325,2026-01-31 18:25:08,Green Oasis Establishment,Chicken Breast Aurora 2kgx6_16012,Each,156,5,780,0,Completed
800326,2026-01-31 18:38:22,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,2,325.12,0,Completed
800327,2026-01-31 18:46:06,Fahed Foods w.l.l.,Fish Filet Frozen - Vietnam 1 Kg_18025,Each,9,10,90,0,Completed
800327,2026-01-31 18:46:06,Fahed Foods w.l.l.,PD Shrimp 11/15 (10 x 1 Kg )_18029,Each,29,20,580,0,Completed
800327,2026-01-31 18:46:06,Fahed Foods w.l.l.,Topside Chilled South Africa_15009,KG,33,40,1320,0,Completed
800327,2026-01-31 18:46:06,Fahed Foods w.l.l.,Frz EG Okra Zero 20gx400 Hi-Chef_18038,Each,83,2,166,0,Completed
800328,2026-01-31 18:51:59,Tredos Trading,Mozarella Sticks 6 KG_19050,Each,175,1,175,0,Completed
800328,2026-01-31 18:51:59,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,1,140,0,Completed
800329,2026-01-31 19:13:40,Bluefin,Eye Round Chilled South African_15010,Each,32,15,480,0,Completed
800330,2026-02-07 10:31:01,Green Oasis Establishment,Chicken Breast Aurora 2kgx6_16012,Each,156,5,780,0,Completed
800331,2026-02-07 11:12:10,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,1,180,0,Completed
800331,2026-02-07 11:12:10,Tredos Trading,Hash Brown Triangular 4x2.5Kgs_18022,Each,90,2,180,0,Completed
800331,2026-02-07 11:12:10,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,1,90,0,Completed
800331,2026-02-07 11:12:10,Tredos Trading,White Chunk Tuna in Sunflower Oil 6x1.8KG_21034,Each,230,1,230,0,Completed
800331,2026-02-07 11:12:10,Tredos Trading,Mozzarella Sticks _1755960205677,Eachch,190,1,190,0,Completed
800332,2026-02-07 12:14:13,Fahed Foods w.l.l.,Chilled BR Beef Topside BL JBS_15012,Each,33,40,1320,0,Completed
800332,2026-02-07 12:14:13,Fahed Foods w.l.l.,Frozen Beef Tenderloin Brazil_15002,Each,51,15,765,0,Completed
800332,2026-02-07 12:14:13,Fahed Foods w.l.l.,Aviko Crunchy Crispy 9.5mm_18037,Each,90,2,180,0,Completed
800332,2026-02-07 12:14:13,Fahed Foods w.l.l.,Aviko H Patatas Bravas 4x2500g_18039,Each,110,1,110,0,Completed
800333,2026-02-07 12:30:23,Friendly Food Qatar w.l.l.,GRANORO - LASAGNE ALL' UOVO (12X500G) (120)_18050,Each,116,2,232,0,Completed
800334,2026-02-07 12:43:14,Ideal Qatar,VEGONTABLE PULP OF ROASTED EGGPLANT_25004,Each,24.65,12,295.8,0,Completed
800335,2026-02-11 17:11:38,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,2,280,0,Completed
800335,2026-02-11 17:11:38,Tredos Trading,Breaded Chicken Nuggets 6x1KG_309,Each,90,2,180,0,Completed
800335,2026-02-11 17:11:38,Tredos Trading,Perfecta Mayonnaise_21011,Each,180,2,360,0,Completed
800335,2026-02-11 17:11:38,Tredos Trading,Tomex coated & salted crunchy fries 6x6mm Offer_401,Each,80,5,400,0,Completed
800336,2026-02-12 16:39:20,Ideal Qatar,BM CUCUMBER PICKLES BARREL_21032,Each,83.3,1,83.3,0,Completed
800336,2026-02-12 16:39:20,Ideal Qatar,Happy Gardens Chickpeas 9mm-20 kg_21025,Each,180.5,2,361,0,Completed
800336,2026-02-12 16:39:20,Ideal Qatar,HAPPY GARDENS PICKLED GRAPE LEAVES_21008,Each,13.06,36,470.16,0,Completed
800336,2026-02-12 16:39:20,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,2,325.12,0,Completed
800336,2026-02-12 16:39:20,Ideal Qatar,Aoun Green Lentils 900 Gr 1x20_17022,Each,9.5,12,114,0,Completed
800336,2026-02-12 16:39:20,Ideal Qatar,BM Tomato Paste 650 GR - Lebanon_21019,Each,8.5,12,102,0,Completed
800337,2026-02-19 13:14:55,Green Oasis Establishment,Mashhor Indian 1121 Long Grain Basmati Rice 1x35kg_17005,Each,138,3,414,0,Completed
800337,2026-02-19 13:14:55,Green Oasis Establishment,Masoor Dal 15Kg_17007,Each,60,3,180,0,Completed
800337,2026-02-19 13:14:55,Green Oasis Establishment,Chicken Breast Aurora 2kgx6_16012,Each,156,3,468,0,Completed
800338,2026-02-21 12:44:15,Ideal Qatar,VEGONTABLE PULP OF ROASTED EGGPLANT_25004,Each,24.65,6,147.9,0,Completed
800338,2026-02-21 12:44:15,Ideal Qatar,AOUN WHITE BURGHUL HARD 900Gr_17036,Each,5.52,10,55.2,0,Completed
800339,2026-02-24 15:09:06,Tredos Trading,Ketchup Sauce Tredos_19055,Each,70,1,70,0,Completed
800339,2026-02-24 15:09:06,Tredos Trading,Chicken Strips Regular 6x1KG_16003,Each,140,2,280,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,Happy Gardens Tahina Extra 8.58 NW - GW 9.00_21013,Each,162.56,3,487.68,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,Happy Gardens Vine Leaves -Deluxe 908GR 1x12_21028,Each,160.65,3,481.95,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,MBM Apple Vinegar 500ML_21004,Each,6.25,12,75,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,White Vinegar 4x3.78ltr_21005,Each,18,4,72,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,AOUN SODIUM BICARBONATE_17010,Each,3.6,10,36,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,AOUN BLACK PEPPER POWDER 500GR_17019,Each,27.5,4,110,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,Aoun White Pepper Powder 500GR_17011,Each,41.8,2,83.6,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,Aoun Egyptian Rice 5 Kgs_17001,Each,27.9,4,111.6,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,Aoun Garlic Powder 500GR 1x12_17021,Each,15.91,2,31.82,0,Completed
800340,2026-02-24 15:23:40,Ideal Qatar,Happy Gardens Foul Medamas 400gr 1x24_21024,Each,2,48,96,0,Completed
800341,2026-02-24 15:46:49,Friendly Food Qatar w.l.l.,ALKARAMAH - SPRING ROLLS SMALL{24X160G}_14005,Each,78,2,156,0,Completed
800341,2026-02-24 15:46:49,Friendly Food Qatar w.l.l.,farm Frites - Potato Cubes 20x20mm - 4x2.5kg_451,Each,80,1,80,0,Completed
800341,2026-02-24 15:46:49,Friendly Food Qatar w.l.l.,MAGGI - CHICKEN BOUILLON POWDER (6X1KG)_17051,Each,186,1,186,0,Completed
800342,2026-02-24 16:11:54,Qnited Trading Company,DARK COMPOUND BLOCKS 2.5KG_19015,Each,45,2,90,0,Completed
800342,2026-02-24 16:11:54,Qnited Trading Company,President Butter Sheets_19100,Each,575,1,575,0,Completed
800342,2026-02-24 16:11:54,Qnited Trading Company,Icing sugar 2Kg 5 pkt_19031,Each,60,1,60,0,Completed
800342,2026-02-24 16:11:54,Qnited Trading Company,MILK COMPOUND BLOCKS 2.5KG_19014,Each,45,1,45,0,Completed
800342,2026-02-24 16:11:54,Qnited Trading Company,WHITE COMPOUND BLOCKS 2.5KG_19013,Each,45,1,45,0,Completed
800342,2026-02-24 16:11:54,Qnited Trading Company,Spiral Whipping Cream 1 Ltrx12pcs_19021,Each,140,1,140,0,Completed
Grand Total,,,,,,5735.6,242645.56,,
